author_name,author_id,author_distinct_topics,author_keyworks_count,rank,work_id,title,distinct_topics,refs_count,is_topic_keywork,categories
Nicholas Wolterstorff,theo_0a434df2723d,1,2,2,work_6211e3330b80,"Faith and Rationality: Reason and Belief in God (co-edited with Alvin Plantinga, 1983)",1,1,0,bibliology
Nicholas Wolterstorff,theo_0a434df2723d,1,2,3,work_887c45ef290e,Practices of Belief: Selected Essays (2015),1,1,0,bibliology
Nicholas Wolterstorff,theo_0a434df2723d,1,2,4,work_40b1dbdcf817,Reason within the Bounds of Religion (1976),1,1,1,bibliology
Nicholas Wolterstorff,theo_0a434df2723d,1,2,5,work_99c882ae3746,Thomas Reid and the Story of Epistemology (2001),1,1,0,bibliology
Robert Gundry,theo_f36e6cafc661,1,2,1,work_9a64c14bca62,"""A Survey of the New Testament"" (multiple editions)",1,1,0,soteriology
Robert Gundry,theo_f36e6cafc661,1,2,2,work_4826a2460cc7,"""Justification: The New Perspective on Paul"" (1982, Christianity Today)",1,1,0,soteriology
Robert Gundry,theo_f36e6cafc661,1,2,3,work_49ba22cf4a2a,"""Paul and the Law: A Contextual Approach"" (Journal articles, various)",1,1,0,soteriology
Robert Gundry,theo_f36e6cafc661,1,2,4,work_ae0bc03f08c2,"""Sōma in Biblical Theology"" (1976)",1,1,0,soteriology
Robert Gundry,theo_f36e6cafc661,1,2,5,work_53b058e6b3d3,"""The Old Is Better: New Testament Essays in Support of Traditional Interpretations"" (1982)",1,1,0,soteriology
A.A. Hodge,theo_e85d71513e95,1,1,1,work_5843b8923e67,Evangelical Theology: Lectures on Doctrine,1,1,0,doctrine-of-sin
A.A. Hodge,theo_e85d71513e95,1,1,2,work_28085879baab,Outlines of Theology,1,1,0,doctrine-of-sin
A.A. Hodge,theo_e85d71513e95,1,1,3,work_19d59393981b,Popular Lectures on Theological Themes,1,1,0,doctrine-of-sin
A.A. Hodge,theo_e85d71513e95,1,1,4,work_30db571e33a6,The Confession of Faith: A Handbook of Christian Doctrine Expounding the Westminster Confession,1,1,0,doctrine-of-sin
A.A. Hodge,theo_e85d71513e95,1,1,5,work_a1dc6864e0b1,The Confession of Faith: A Handbook of Christian Doctrine,0,0,1,
Al Wolters,theo_22452c865577,1,1,1,work_949cf9107bed,"""Order in the World: A Reflection on the Cultural Mandate and Its Implications"" (various essays and lectures)",1,1,0,anthropology-&-doctrine-of-creation
Al Wolters,theo_22452c865577,1,1,2,work_a28850716035,"""Structure and Direction: A Whole Worldview Approach"" (in Stained Glass: Worldviews and Social Science)",1,1,0,anthropology-&-doctrine-of-creation
Al Wolters,theo_22452c865577,1,1,3,work_4f691d706f8e,"""Worldview and Culture"" (in LifeViews: Make a Christian Impact on Culture and Society)",1,1,0,anthropology-&-doctrine-of-creation
Al Wolters,theo_22452c865577,1,1,4,work_2f14f8ec1ec6,Creation Regained: Biblical Basics for a Reformational Worldview,1,1,1,anthropology-&-doctrine-of-creation
Andrew S. Farley,theo_6433fe86a5ab,1,1,1,work_7496aa60e2a4,Clean and Close (2022),1,1,0,soteriology
Andrew S. Farley,theo_6433fe86a5ab,1,1,2,work_efa093386caf,God Without Religion (2011),1,1,0,soteriology
Andrew S. Farley,theo_6433fe86a5ab,1,1,3,work_61f3b9d1cb69,Relaxing with God (2014),1,1,0,soteriology
Andrew S. Farley,theo_6433fe86a5ab,1,1,4,work_cf5a9d09ffe1,The Naked Gospel,1,1,1,soteriology
Andrew S. Farley,theo_6433fe86a5ab,1,1,5,work_6e9591123f5a,The Perfect You (2021),1,1,0,soteriology
Andy Crouch,theo_a656f32e9b90,1,1,1,work_3be3e497f1e3,Culture Making: Recovering Our Creative Calling (2008),1,1,1,anthropology-&-doctrine-of-creation
Andy Crouch,theo_a656f32e9b90,1,1,2,work_3251bb08370c,Playing God: Redeeming the Gift of Power (2013),1,1,0,anthropology-&-doctrine-of-creation
Andy Crouch,theo_a656f32e9b90,1,1,3,work_54e9e6892a90,Relevant articles and essays in Christianity Today,1,1,0,anthropology-&-doctrine-of-creation
Andy Crouch,theo_a656f32e9b90,1,1,4,work_18501b1b0aff,"Strong and Weak: Embracing a Life of Love, Risk and True Flourishing (2016)",1,1,0,anthropology-&-doctrine-of-creation
Benjamin D. Sommer,theo_ab240b3f6a92,1,1,1,work_693b645905dc,"""Monotheism and the Language of Divine Plurality in the Hebrew Bible"" (Journal of Biblical Literature, 2008)",1,1,0,doctrine-of-the-trinity
Benjamin D. Sommer,theo_ab240b3f6a92,1,1,2,work_8d5a20e69df6,"""The Fluidity of Divine Selfhood"" (in The Jewish Study Bible, 2nd ed., 2014)",1,1,0,doctrine-of-the-trinity
Benjamin D. Sommer,theo_ab240b3f6a92,1,1,3,work_a4058e848ea5,Revelation and Authority: Sinai in Jewish Scripture and Tradition (2015),1,1,0,doctrine-of-the-trinity
Benjamin D. Sommer,theo_ab240b3f6a92,1,1,4,work_c5cfceab9f99,The Bodies of God and the World of Ancient Israel,1,1,1,doctrine-of-the-trinity
Bruce Ware,John Starke,1,1,1,work_a335aee8f21d,"One God in Three Persons: Unity of Essence, Distinction of Persons, Implications for Life",1,1,1,doctrine-of-the-trinity
Catherine L. McDowell,theo_dde2bb8d741f,1,1,1,work_32630270f858,"""Humanity in the Image of God: The Creation of Humankind in Genesis 2:5–3:24"" (various lectures and essays)",1,1,0,anthropology-&-doctrine-of-creation
Catherine L. McDowell,theo_dde2bb8d741f,1,1,2,work_7414d7ccfd8e,"""Image of God"" in The Lexham Bible Dictionary",1,1,0,anthropology-&-doctrine-of-creation
Catherine L. McDowell,theo_dde2bb8d741f,1,1,3,work_c91c3003862b,"""In the Shadow of the Temple: The Image of God in Genesis 1–3"" (conference presentations)",1,1,0,anthropology-&-doctrine-of-creation
Catherine L. McDowell,theo_dde2bb8d741f,1,1,4,work_feffd8868782,"""The Image of God in the Garden of Eden: The Creation of Humankind in Genesis 2:5–3:24 in Light of the Mis pi Pit pi and Wpt-r Rituals of Mesopotamia and Ancient Egypt"" (2015)",1,1,1,anthropology-&-doctrine-of-creation
David W. Pao,theo_ae91ac424107,1,1,1,work_e779cac5f166,"""Let the Reader Understand: Reader-Response Criticism and the Gospel of Mark"" (1995)",1,1,0,covenant-theology
David W. Pao,theo_ae91ac424107,1,1,2,work_64401d476f73,"""Scripture and Tradition in the Letters to Timothy and Titus"" (2012)",1,1,0,covenant-theology
David W. Pao,theo_ae91ac424107,1,1,3,work_480c6bfa2cab,"""The Church as the New Temple in Acts"" in Heaven on Earth: The Temple in Biblical Theology (2004)",1,1,0,covenant-theology
David W. Pao,theo_ae91ac424107,1,1,4,work_f51cb3117367,"""The Use of Scripture in the Acts of the Apostles"" in Hearing the Old Testament in the New Testament (2006)",1,1,0,covenant-theology
David W. Pao,theo_ae91ac424107,1,1,5,work_f0cf931348a4,Acts and the Isaianic New Exodus,1,1,1,covenant-theology
Denis O. Lamoureux,theo_36130d033063,1,1,1,work_714f4aa1cdba,"""Beyond the 'Evolution' vs. 'Creation' Debate"" (Perspectives on Science and Christian Faith, 2003)",1,1,0,anthropology-&-doctrine-of-creation
Denis O. Lamoureux,theo_36130d033063,1,1,2,work_2f4e12e19929,"""Interpreting Adam: Theological and Scientific Perspectives"" (in Four Views on the Historical Adam, 2013)",1,1,0,anthropology-&-doctrine-of-creation
Denis O. Lamoureux,theo_36130d033063,1,1,3,work_5c4487bf97cc,Evolutionary Creation: A Christian Approach to Evolution (2008),1,1,1,anthropology-&-doctrine-of-creation
Denis O. Lamoureux,theo_36130d033063,1,1,4,work_18ebf5b7859b,I Love Jesus & I Accept Evolution (2009),1,1,0,anthropology-&-doctrine-of-creation
Denis O. Lamoureux,theo_36130d033063,1,1,5,work_6d10efdbdfa1,The Bible & Ancient Science: Principles of Interpretation (2016),1,1,0,anthropology-&-doctrine-of-creation
E.J. Young,theo_258a625b4ef0,1,1,1,work_44a62558033c,"""The Days of Genesis: First Article"" (Westminster Theological Journal)",1,1,0,anthropology-&-doctrine-of-creation
E.J. Young,theo_258a625b4ef0,1,1,2,work_784c480d0fd6,An Introduction to the Old Testament,1,1,0,anthropology-&-doctrine-of-creation
E.J. Young,theo_258a625b4ef0,1,1,3,work_51841d6990e5,Studies in Genesis One,1,1,1,anthropology-&-doctrine-of-creation
E.J. Young,theo_258a625b4ef0,1,1,4,work_a7fa152ced2a,The Book of Isaiah (3 vols.),1,1,0,anthropology-&-doctrine-of-creation
E.J. Young,theo_258a625b4ef0,1,1,5,work_1f48c6efad98,Thy Word is Truth,1,1,0,anthropology-&-doctrine-of-creation
Edward Fudge,theo_4bf36bbb99e6,1,1,1,work_1aa10d82b458,"""Putting Hell in Its Place"" (Christianity Today, 2000)",1,1,0,eschatology
Edward Fudge,theo_4bf36bbb99e6,1,1,2,work_fc3847c06108,Hell: A Final Word (2012),1,1,0,eschatology
Edward Fudge,theo_4bf36bbb99e6,1,1,3,work_67b438114761,The Fire That Consumes: A Biblical and Historical Study of the Doctrine of Final Punishment (1982; 3rd ed. 2011),1,1,1,eschatology
Edward Fudge,theo_4bf36bbb99e6,1,1,4,work_8453f001e88c,"Two Views of Hell: A Biblical & Theological Dialogue (with Robert A. Peterson, 2000)",1,1,0,eschatology
Graeme Goldsworthy,theo_e6814c63374f,1,1,1,work_ea88d8a668cc,According to Plan: The Unfolding Revelation of God in the Bible (1991),1,1,0,christology
Graeme Goldsworthy,theo_e6814c63374f,1,1,2,work_b01f33e4b20c,Christ-Centered Biblical Theology (2012),1,1,1,christology
Graeme Goldsworthy,theo_e6814c63374f,1,1,3,work_f35a3b34dede,Gospel and Kingdom (1981),1,1,0,christology
Graeme Goldsworthy,theo_e6814c63374f,1,1,4,work_cab8c8cbd117,Preaching the Whole Bible as Christian Scripture (2000),1,1,0,christology
Graeme Goldsworthy,theo_e6814c63374f,1,1,5,work_4574d6ed2d69,The Goldsworthy Trilogy (2000),1,1,0,christology
Gregg Strawbridge,theo_e85049ceff8c,1,1,1,work_6500d19ed3f7,"""Baptism and the Covenant of Grace"" (conference lectures)",1,1,0,ecclesiology-&-sacraments
Gregg Strawbridge,theo_e85049ceff8c,1,1,2,work_27c2b3429684,"""Covenant and Baptism"" (various articles and lectures)",1,1,0,ecclesiology-&-sacraments
Gregg Strawbridge,theo_e85049ceff8c,1,1,3,work_c396ac9df186,"""Infant Baptism: How My Mind Has Changed"" (essay)",1,1,0,ecclesiology-&-sacraments
Gregg Strawbridge,theo_e85049ceff8c,1,1,4,work_04222c001482,"""The Biblical Case for Infant Baptism"" (audio and print resources)",1,1,0,ecclesiology-&-sacraments
Gregg Strawbridge,theo_e85049ceff8c,1,1,5,work_38c567678117,"""The Case for Covenantal Infant Baptism"" (editor and contributor)",1,1,1,ecclesiology-&-sacraments
Gregory E. Ganssle,theo_fc3eabd5aa80,1,1,1,work_74c281e90724,A Reasonable God: Engaging the New Face of Atheism,1,1,0,theology-proper
Gregory E. Ganssle,theo_fc3eabd5aa80,1,1,2,work_05d3accc9734,"God and the Reach of Reason: C.S. Lewis, David Hume, and Bertrand Russell",1,1,0,theology-proper
Gregory E. Ganssle,theo_fc3eabd5aa80,1,1,3,work_a410f5845793,God and Time: Essays on the Divine Nature (editor),1,1,1,theology-proper
Gregory E. Ganssle,theo_fc3eabd5aa80,1,1,4,work_4e7106e83e04,Thinking About God: First Steps in Philosophy,1,1,0,theology-proper
Herman Ridderbos,theo_5cf11cb076fe,1,1,1,work_1403cff2a420,Paul: An Outline of His Theology,1,1,0,christology
Herman Ridderbos,theo_5cf11cb076fe,1,1,2,work_6bafb5806ec2,Redemptive History and the New Testament Scriptures,1,1,0,christology
Herman Ridderbos,theo_5cf11cb076fe,1,1,3,work_88788c29d23a,Studies in Scripture and Its Authority,1,1,0,christology
Herman Ridderbos,theo_5cf11cb076fe,1,1,4,work_8690eaaebbe4,The Coming of the Kingdom (newer editions/translation),1,1,1,christology
Herman Ridderbos,theo_5cf11cb076fe,1,1,5,work_32e69625a95c,When the Time Had Fully Come: Studies in New Testament Theology,1,1,0,christology
James Davison Hunter,theo_c75d92930c48,1,1,1,work_7e499bfbcddb,"""Faithful Presence: The Promise and the Peril of Religion in the Public Square"" (essay)",1,1,0,anthropology-&-doctrine-of-creation
James Davison Hunter,theo_c75d92930c48,1,1,2,work_abd8ccc07e02,Culture Wars: The Struggle to Define America,1,1,0,anthropology-&-doctrine-of-creation
James Davison Hunter,theo_c75d92930c48,1,1,3,work_a37be28e62c7,Living Faith: How Faith Inspires Social Justice,1,1,0,anthropology-&-doctrine-of-creation
James Davison Hunter,theo_c75d92930c48,1,1,4,work_67101ee0581c,The Death of Character: Moral Education in an Age Without Good or Evil,1,1,0,anthropology-&-doctrine-of-creation
James Davison Hunter,theo_c75d92930c48,1,1,5,work_618d8440aae3,"To Change the World: The Irony, Tragedy, and Possibility of Christianity in the Late Modern World",1,1,1,anthropology-&-doctrine-of-creation
Jean-Luc Marion,theo_b1eabb8e768a,1,1,1,work_1bd086212c73,"""Being Given: Toward a Phenomenology of Givenness""",1,1,0,bibliology
Jean-Luc Marion,theo_b1eabb8e768a,1,1,2,work_92a8ca99eac0,"""God Without Being"" (Dieu sans l’être)",1,1,0,bibliology
Jean-Luc Marion,theo_b1eabb8e768a,1,1,3,work_c3aa90a86cad,"""In Excess: Studies of Saturated Phenomena""",1,1,0,bibliology
Jean-Luc Marion,theo_b1eabb8e768a,1,1,4,work_8efd0b268d2e,"""Reduction and Givenness: Investigations of Husserl, Heidegger, and Phenomenology""",1,1,0,bibliology
Jean-Luc Marion,theo_b1eabb8e768a,1,1,5,work_69bff73d220b,"""The Idol and Distance""",1,1,0,bibliology
Joel R. Beeke,Paul M. Smalley,1,1,1,work_d6926d42e834,"Reformed Systematic Theology, Vol. 3: Spirit and Salvation",1,1,1,soteriology
John Bolt,theo_504fab07ab2f,1,1,1,work_4f0c024fdf27,"""Bavinck on the Christian Life: Following Jesus in Faithful Service"" (2015)",1,1,0,soteriology
John Bolt,theo_504fab07ab2f,1,1,2,work_f321585865c5,"""Christian and Reformed Today"" (1984)",1,1,0,soteriology
John Bolt,theo_504fab07ab2f,1,1,3,work_4bd98b73e4b1,"""Economic Shalom: A Reformed Primer on Faith, Work, and Human Flourishing"" (2013)",1,1,0,soteriology
John Bolt,theo_504fab07ab2f,1,1,4,work_24d1678731cc,"""Theological Anthropology in the Reformed Tradition"" (various essays)",1,1,0,soteriology
John Bolt,theo_504fab07ab2f,1,1,5,work_428d17b129d9,"Editor, ""Herman Bavinck, Reformed Dogmatics"" (4 vols., 2003–2008)",1,1,0,soteriology
John F. Kilner,theo_97c5607b2a3f,1,1,1,work_3daf7f3692b1,Dignity and Destiny: Humanity in the Image of God (2015),1,1,1,anthropology-&-doctrine-of-creation
John F. Kilner,theo_97c5607b2a3f,1,1,2,work_927c2a8f3666,Life on the Go: Theological Ethics and the Image of God (various articles),1,1,0,anthropology-&-doctrine-of-creation
John F. Kilner,theo_97c5607b2a3f,1,1,3,work_9fab25d89d95,"The Image of God in the Human Body: Essays on Christianity and Sports (2016, ed.)",1,1,0,anthropology-&-doctrine-of-creation
John F. Kilner,theo_97c5607b2a3f,1,1,4,work_27211fa6c93c,"Why People Matter: A Christian Engagement with Rival Views of Human Significance (2017, co-authored)",1,1,0,anthropology-&-doctrine-of-creation
John Sanders,theo_ea2928e209cf,1,1,1,work_e8d10208e1dd,"""Divine Providence and the Openness of God"" (in Divine Foreknowledge: Four Views, 2001)",1,1,0,theology-proper
John Sanders,theo_ea2928e209cf,1,1,2,work_2db8f3bc0b64,"""Open Theism"" (in Four Views on Divine Providence, 2011)",1,1,0,theology-proper
John Sanders,theo_ea2928e209cf,1,1,3,work_7d48e044e198,"""Why Simple Foreknowledge Offers No More Providential Control than the Openness of God"" (Faith and Philosophy, 1997)",1,1,0,theology-proper
John Sanders,theo_ea2928e209cf,1,1,4,work_d952d01e08e9,No Other Name: An Investigation into the Destiny of the Unevangelized (1992),1,1,0,theology-proper
John Sanders,theo_ea2928e209cf,1,1,5,work_1f149fad069b,The God Who Risks: A Theology of Providence (1998),1,1,1,theology-proper
John Stott,theo_d30bb9cb60a4,1,1,1,work_c00d3c280ce0,Baptism and Fullness: The Work of the Holy Spirit Today,1,1,1,pneumatology
John Stott,theo_d30bb9cb60a4,1,1,2,work_c407ebbc3305,The Cross of Christ,1,1,0,pneumatology
John Stott,theo_d30bb9cb60a4,1,1,3,work_b946845c5183,The Message of Acts (The Bible Speaks Today series),1,1,0,pneumatology
John W. Cooper,theo_19f8ef8dc16d,1,1,1,work_ffa1d70d07bf,"""Biblical Anthropology and the Body-Soul Problem"" in In Search of the Soul: Four Views of the Mind-Body Problem (2005)",1,1,0,anthropology-&-doctrine-of-creation
John W. Cooper,theo_19f8ef8dc16d,1,1,2,work_863496f23f9e,"""Scripture and Philosophy on the Unity of Body and Soul"" (in Whatever Happened to the Soul?, 1998)",1,1,0,anthropology-&-doctrine-of-creation
John W. Cooper,theo_19f8ef8dc16d,1,1,3,work_7c911aeb7b02,"""The Current Body-Soul Debate: A Case for Dualistic Holism"" (Trinity Journal, 1999)",1,1,0,anthropology-&-doctrine-of-creation
John W. Cooper,theo_19f8ef8dc16d,1,1,4,work_e4bb48645faf,"Body, Soul, and Life Everlasting: Biblical Anthropology and the Monism-Dualism Debate (2000)",1,1,1,anthropology-&-doctrine-of-creation
John Witte Jr.,theo_f25de9f16710,1,1,1,work_615bcc914927,Christianity and Law: An Introduction (co-edited),1,1,0,ecclesiology-&-sacraments
John Witte Jr.,theo_f25de9f16710,1,1,2,work_9a07bb3d0ca5,"God's Joust, God's Justice: Law and Religion in the Western Tradition",1,1,0,ecclesiology-&-sacraments
John Witte Jr.,theo_f25de9f16710,1,1,3,work_0473ae40710e,Law and Protestantism: The Legal Teachings of the Lutheran Reformation,1,1,0,ecclesiology-&-sacraments
John Witte Jr.,theo_f25de9f16710,1,1,4,work_3bce41a36f07,Religion and the American Constitutional Experiment,1,1,0,ecclesiology-&-sacraments
John Witte Jr.,theo_f25de9f16710,1,1,5,work_db7773102fc2,"The Reformation of Rights: Law, Religion, and Human Rights in Early Modern Calvinism",1,1,1,ecclesiology-&-sacraments
Larry Hurtado,theo_ca5e6726e28d,1,1,1,work_05c74f815f4a,At the Origins of Christian Worship (1999),1,1,0,doctrine-of-the-trinity
Larry Hurtado,theo_ca5e6726e28d,1,1,2,work_c48419482b55,Honoring the Son: Jesus in Earliest Christian Devotional Practice (2018),1,1,0,doctrine-of-the-trinity
Larry Hurtado,theo_ca5e6726e28d,1,1,3,work_5c0fcb80d973,How on Earth Did Jesus Become a God? (2005),1,1,0,doctrine-of-the-trinity
Larry Hurtado,theo_ca5e6726e28d,1,1,4,work_4ff2f6a169d6,Lord Jesus Christ: Devotion to Jesus in Earliest Christianity (2003),1,1,1,doctrine-of-the-trinity
Larry Hurtado,theo_ca5e6726e28d,1,1,5,work_e99364ea98b2,"One God, One Lord: Early Christian Devotion and Ancient Jewish Monotheism (1988)",1,1,0,doctrine-of-the-trinity
Lee Martin McDonald,theo_391b9b233d2e,1,1,1,work_4d02415a2345,Formation of the Bible: The Story of the Church’s Canon,1,1,0,bibliology
Lee Martin McDonald,theo_391b9b233d2e,1,1,2,work_ab109fbb46bf,"The Biblical Canon: Its Origin, Transmission, and Authority",1,1,1,bibliology
Lee Martin McDonald,theo_391b9b233d2e,1,1,3,work_62e4a8fc2a6b,The Canon Debate (co-edited with James A. Sanders),1,1,0,bibliology
Lee Martin McDonald,theo_391b9b233d2e,1,1,4,work_f7930fdcd2df,The Formation of the Christian Biblical Canon,1,1,0,bibliology
Lee Martin McDonald,theo_391b9b233d2e,1,1,5,work_bb58f8b55ab5,The Origin of the Bible (co-edited with James A. Sanders),1,1,0,bibliology
Marilyn McCord Adams,theo_5cfa90e6f69a,1,1,1,work_5e95bf3ce712,"""Redemptive Suffering: A Christian Solution to the Problem of Evil"" (in Rationality of Theism, 2004)",1,1,0,theology-proper
Marilyn McCord Adams,theo_5cfa90e6f69a,1,1,2,work_b20407d62b70,"""The Problem of Hell: A Problem of Evil for Christians"" (in Reasoned Faith, 1993)",1,1,0,theology-proper
Marilyn McCord Adams,theo_5cfa90e6f69a,1,1,3,work_309dfaa2aaf1,Christ and Horrors: The Coherence of Christology (2006),1,1,0,theology-proper
Marilyn McCord Adams,theo_5cfa90e6f69a,1,1,4,work_a081b120edc2,Horrendous Evils and the Goodness of God (1999),1,1,1,theology-proper
Michael S. Heiser,theo_6d9c8819a37e,1,1,1,work_84c7ed6333fa,"""Monotheism, Polytheism, Monolatry, or Henotheism? Toward an Assessment of Divine Plurality in the Hebrew Bible"" (Bulletin for Biblical Research)",1,1,0,doctrine-of-the-trinity
Michael S. Heiser,theo_6d9c8819a37e,1,1,2,work_b1f5bd0a7c7e,Angels: What the Bible Really Says About God’s Heavenly Host,1,1,0,doctrine-of-the-trinity
Michael S. Heiser,theo_6d9c8819a37e,1,1,3,work_e54f02eda982,Supernatural: What the Bible Teaches About the Unseen World—and Why It Matters,1,1,0,doctrine-of-the-trinity
Michael S. Heiser,theo_6d9c8819a37e,1,1,4,work_71f98f589d83,The Bible Unfiltered: Approaching Scripture on Its Own Terms,1,1,0,doctrine-of-the-trinity
Michael S. Heiser,theo_6d9c8819a37e,1,1,5,work_4e7ffabc0289,The Unseen Realm: Recovering the Supernatural Worldview of the Bible,1,1,1,doctrine-of-the-trinity
Michael W. Goheen,theo_eb125a62f558,1,1,1,work_709f38cd99d6,A Light to the Nations: The Missional Church and the Biblical Story,1,1,0,anthropology-&-doctrine-of-creation
Michael W. Goheen,theo_eb125a62f558,1,1,2,work_7f5b920ad741,Living at the Crossroads: An Introduction to Christian Worldview (with Craig Bartholomew),1,1,1,anthropology-&-doctrine-of-creation
Michael W. Goheen,theo_eb125a62f558,1,1,3,work_bd1e4f820045,The Church and Its Vocation: Lesslie Newbigin’s Missionary Ecclesiology (with Timothy Sheridan),1,1,0,anthropology-&-doctrine-of-creation
Michael W. Goheen,theo_eb125a62f558,1,1,4,work_0c94a2384ea0,The Drama of Scripture: Finding Our Place in the Biblical Story (with Craig Bartholomew),1,1,0,anthropology-&-doctrine-of-creation
Michael W. Goheen,theo_eb125a62f558,1,1,5,work_801cd41471c2,“The Missional Church: Ecclesiological Implications of the Cultural Mandate” (various articles),1,1,0,anthropology-&-doctrine-of-creation
Nancey Murphy,theo_42f14f39a11f,1,1,1,work_6b2ac7515f36,"Bodies and Souls, or Spirited Bodies? (1998)",1,1,1,anthropology-&-doctrine-of-creation
Nancey Murphy,theo_42f14f39a11f,1,1,2,work_b2d5ec429847,"Did My Neurons Make Me Do It? Philosophical and Neurobiological Perspectives on Moral Responsibility and Free Will (with Warren S. Brown, 2007)",1,1,0,anthropology-&-doctrine-of-creation
Nancey Murphy,theo_42f14f39a11f,1,1,3,work_df28cad710c7,"On the Moral Nature of the Universe (with George F.R. Ellis, 1996)",1,1,0,anthropology-&-doctrine-of-creation
Nancey Murphy,theo_42f14f39a11f,1,1,4,work_b47becfba4a5,Theology in the Age of Scientific Reasoning (1990),1,1,0,anthropology-&-doctrine-of-creation
Nancey Murphy,theo_42f14f39a11f,1,1,5,work_e35cb3e351e8,"Whatever Happened to the Soul? Scientific and Theological Portraits of Human Nature (co-edited, 1998)",1,1,0,anthropology-&-doctrine-of-creation
Paul R. Williamson,theo_ac2c3a643839,1,1,1,work_9d121c4aab59,"""Covenant"" in Dictionary of the Old Testament: Pentateuch",1,1,0,covenant-theology
Paul R. Williamson,theo_ac2c3a643839,1,1,2,work_5e43acb32e3a,"""Covenant"" in New Dictionary of Biblical Theology",1,1,0,covenant-theology
Paul R. Williamson,theo_ac2c3a643839,1,1,3,work_e2c6f9a591fc,"""Covenant"" in Themelios (various articles)",1,1,0,covenant-theology
Paul R. Williamson,theo_ac2c3a643839,1,1,4,work_cc0cbf0ee181,Covenant (IVP Bible Dictionary Series),1,1,0,covenant-theology
Paul R. Williamson,theo_ac2c3a643839,1,1,5,work_cb06e433a8eb,Sealed with an Oath: Covenant in God’s Unfolding Purpose (NSBT 23),1,1,1,covenant-theology
Philip Hefner,theo_dec387d5182b,1,1,1,work_3b1e86c158d3,"""Biocultural Evolution and The Created Co-Creator"" (Zygon, 1984)",1,1,0,anthropology-&-doctrine-of-creation
Philip Hefner,theo_dec387d5182b,1,1,2,work_30120c47c732,"""Religion and the Scientific Future"" (co-edited, 1971)",1,1,0,anthropology-&-doctrine-of-creation
Philip Hefner,theo_dec387d5182b,1,1,3,work_97d0acd5880b,"""Technology and Human Becoming"" (2003)",1,1,0,anthropology-&-doctrine-of-creation
Philip Hefner,theo_dec387d5182b,1,1,4,work_1214732bf1e7,"""The Created Co-Creator: What It Means to Be Human"" (Zygon, 1991)",1,1,0,anthropology-&-doctrine-of-creation
Philip Hefner,theo_dec387d5182b,1,1,5,work_4b1981851d4b,"""The Human Factor: Evolution, Culture, and Religion"" (1993)",1,1,1,anthropology-&-doctrine-of-creation
R.C. Sproul,theo_5a692375b834,1,1,1,work_caf7f0a9dcb7,Chosen by God (1986),1,1,0,doctrine-of-sin
R.C. Sproul,theo_5a692375b834,1,1,2,work_d4e1fd7f3ce1,Essential Truths of the Christian Faith (1992),1,1,0,doctrine-of-sin
R.C. Sproul,theo_5a692375b834,1,1,3,work_72d3a260b2a4,Grace Unknown: The Heart of Reformed Theology (1997),1,1,0,doctrine-of-sin
R.C. Sproul,theo_5a692375b834,1,1,4,work_d50a4347a6f5,The Holiness of God (1985),1,1,0,doctrine-of-sin
R.C. Sproul,theo_5a692375b834,1,1,5,work_515c0335676d,What Is Reformed Theology? (1997),1,1,0,doctrine-of-sin
Richard Lints,theo_2bdd1f506621,1,1,1,work_d1d38c7324bd,"""Imago Dei and the Missio Dei"" in The Enduring Authority of the Christian Scriptures (2016)",1,1,0,anthropology-&-doctrine-of-creation
Richard Lints,theo_2bdd1f506621,1,1,2,work_315254a92c8a,Identity and Idolatry: The Image of God and Its Inversion (2015),1,1,1,anthropology-&-doctrine-of-creation
Richard Lints,theo_2bdd1f506621,1,1,3,work_25df49c0c8ff,"Renewing the Evangelical Mission (2010, editor and contributor)",1,1,0,anthropology-&-doctrine-of-creation
Richard Lints,theo_2bdd1f506621,1,1,4,work_82d9a9433aa7,The Fabric of Theology: A Prolegomenon to Evangelical Theology (1993),1,1,0,anthropology-&-doctrine-of-creation
Scott Hahn,theo_ddfcded3c9f2,1,1,1,work_d25a762f639e,A Father Who Keeps His Promises: God’s Covenant Love in Scripture,1,1,0,covenant-theology
Scott Hahn,theo_ddfcded3c9f2,1,1,2,work_71ea1561cfbd,Covenant and Communion: The Biblical Theology of Pope Benedict XVI,1,1,0,covenant-theology
Scott Hahn,theo_ddfcded3c9f2,1,1,3,work_b1870f148729,Kinship by Covenant: A Biblical Theological Study of Covenant Types and Texts,1,1,1,covenant-theology
Scott Hahn,theo_ddfcded3c9f2,1,1,4,work_6d5ac37fbd05,Swear to God: The Promise and Power of the Sacraments,1,1,0,covenant-theology
Scott Hahn,theo_ddfcded3c9f2,1,1,5,work_37966fd2aac2,The Kingdom of God as Liturgical Empire: A Theological Commentary on 1–2 Chronicles,1,1,0,covenant-theology
Sidney Greidanus,theo_ba1286686f3e,1,1,1,work_665b777886c2,Preaching Christ from Daniel (2012),1,1,0,christology
Sidney Greidanus,theo_ba1286686f3e,1,1,2,work_f951a0442176,Preaching Christ from Genesis (2007),1,1,0,christology
Sidney Greidanus,theo_ba1286686f3e,1,1,3,work_cfbbda092cd2,Preaching Christ from the Old Testament (1999),1,1,1,christology
Sidney Greidanus,theo_ba1286686f3e,1,1,4,work_418f913e8c1d,Sola Scriptura: Problems and Principles in Preaching Historical Texts (1970),1,1,0,christology
